Descrição,data,ano_mes,valor
Notas e moedas em circulação (Base monetária),2016-09-01,2016-09,457391.8560518
Notas e moedas em circulação (Base monetária),2016-10-01,2016-10,457391.8560518
Notas e moedas em circulação (Base monetária),2016-11-01,2016-11,457391.8560518
Notas e moedas em circulação (Base monetária),2016-12-01,2016-12,457391.8560518
Notas e moedas em circulação (Base monetária),2017-01-01,2017-01,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-02-01,2017-02,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-03-01,2017-03,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-04-01,2017-04,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-05-01,2017-05,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-06-01,2017-06,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-07-01,2017-07,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-08-01,2017-08,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-09-01,2017-09,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-10-01,2017-10,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-11-01,2017-11,457344.40049679996
Notas e moedas em circulação (Base monetária),2017-12-01,2017-12,457344.40049679996
Notas e moedas em circulação (Base monetária),2018-01-01,2018-01,454320.6902388
Notas e moedas em circulação (Base monetária),2018-02-01,2018-02,454320.6902388
Notas e moedas em circulação (Base monetária),2018-03-01,2018-03,454320.6902388
Notas e moedas em circulação (Base monetária),2018-04-01,2018-04,454320.6902388
Notas e moedas em circulação (Base monetária),2018-05-01,2018-05,454320.6902388
Notas e moedas em circulação (Base monetária),2018-06-01,2018-06,454320.6902388
Notas e moedas em circulação (Base monetária),2018-07-01,2018-07,454320.6902388
Notas e moedas em circulação (Base monetária),2018-08-01,2018-08,454320.6902388
Notas e moedas em circulação (Base monetária),2018-09-01,2018-09,454320.6902388
Notas e moedas em circulação (Base monetária),2018-10-01,2018-10,454320.6902388
Notas e moedas em circulação (Base monetária),2018-11-01,2018-11,454320.6902388
Notas e moedas em circulação (Base monetária),2018-12-01,2018-12,454320.6902388
Notas e moedas em circulação (Base monetária),2019-01-01,2019-01,438261.8935688
Notas e moedas em circulação (Base monetária),2019-02-01,2019-02,438261.8935688
Notas e moedas em circulação (Base monetária),2019-03-01,2019-03,438261.8935688
Notas e moedas em circulação (Base monetária),2019-04-01,2019-04,438261.8935688
Notas e moedas em circulação (Base monetária),2019-05-01,2019-05,438261.8935688
Notas e moedas em circulação (Base monetária),2019-06-01,2019-06,438261.8935688
Notas e moedas em circulação (Base monetária),2019-07-01,2019-07,438261.8935688
Notas e moedas em circulação (Base monetária),2019-08-01,2019-08,438261.8935688
Notas e moedas em circulação (Base monetária),2019-09-01,2019-09,438261.8935688
Notas e moedas em circulação (Base monetária),2019-10-01,2019-10,438261.8935688
Notas e moedas em circulação (Base monetária),2019-11-01,2019-11,438261.8935688
Notas e moedas em circulação (Base monetária),2019-12-01,2019-12,438261.8935688
Notas e moedas em circulação (Base monetária),2020-01-01,2020-01,480712.62
Notas e moedas em circulação (Base monetária),2020-02-01,2020-02,480712.62
Notas e moedas em circulação (Base monetária),2020-03-01,2020-03,480712.62
Notas e moedas em circulação (Base monetária),2020-04-01,2020-04,480712.62
Notas e moedas em circulação (Base monetária),2020-05-01,2020-05,480712.62
Notas e moedas em circulação (Base monetária),2020-06-01,2020-06,480712.62
Notas e moedas em circulação (Base monetária),2020-07-01,2020-07,480712.62
Notas e moedas em circulação (Base monetária),2020-08-01,2020-08,480712.62
Notas e moedas em circulação (Base monetária),2020-09-01,2020-09,480712.62
Notas e moedas em circulação (Base monetária),2020-10-01,2020-10,480712.62
Notas e moedas em circulação (Base monetária),2020-11-01,2020-11,480712.62
Notas e moedas em circulação (Base monetária),2020-12-01,2020-12,480712.62
Notas e moedas em circulação (Base monetária),2021-01-01,2021-01,493013.2680338
Notas e moedas em circulação (Base monetária),2021-02-01,2021-02,493013.2680338
Notas e moedas em circulação (Base monetária),2021-03-01,2021-03,493013.2680338
Notas e moedas em circulação (Base monetária),2021-04-01,2021-04,493013.2680338
Notas e moedas em circulação (Base monetária),2021-05-01,2021-05,493013.2680338
Notas e moedas em circulação (Base monetária),2021-06-01,2021-06,493013.2680338
Notas e moedas em circulação (Base monetária),2021-07-01,2021-07,493013.2680338
Notas e moedas em circulação (Base monetária),2021-08-01,2021-08,493013.2680338
Notas e moedas em circulação (Base monetária),2021-09-01,2021-09,493013.2680338
Notas e moedas em circulação (Base monetária),2021-10-01,2021-10,493013.2680338
Notas e moedas em circulação (Base monetária),2021-11-01,2021-11,493013.2680338
Notas e moedas em circulação (Base monetária),2021-12-01,2021-12,493013.2680338
Notas e moedas em circulação (Base monetária),2022-01-01,2022-01,520386.335374
Notas e moedas em circulação (Base monetária),2022-02-01,2022-02,520386.335374
Notas e moedas em circulação (Base monetária),2022-03-01,2022-03,520386.335374
Notas e moedas em circulação (Base monetária),2022-04-01,2022-04,520386.335374
Notas e moedas em circulação (Base monetária),2022-05-01,2022-05,520386.335374
Notas e moedas em circulação (Base monetária),2022-06-01,2022-06,520386.335374
Notas e moedas em circulação (Base monetária),2022-07-01,2022-07,520386.335374
Notas e moedas em circulação (Base monetária),2022-08-01,2022-08,520386.335374
Notas e moedas em circulação (Base monetária),2022-09-01,2022-09,520386.335374
Notas e moedas em circulação (Base monetária),2022-10-01,2022-10,520386.335374
Notas e moedas em circulação (Base monetária),2022-11-01,2022-11,520386.335374
Notas e moedas em circulação (Base monetária),2022-12-01,2022-12,520386.335374
Notas e moedas em circulação (Base monetária),2023-01-01,2023-01,595627.128679
Notas e moedas em circulação (Base monetária),2023-02-01,2023-02,595627.128679
Notas e moedas em circulação (Base monetária),2023-03-01,2023-03,595627.128679
Notas e moedas em circulação (Base monetária),2023-04-01,2023-04,595627.128679
Notas e moedas em circulação (Base monetária),2023-05-01,2023-05,595627.128679
Notas e moedas em circulação (Base monetária),2023-06-01,2023-06,595627.128679
Notas e moedas em circulação (Base monetária),2023-07-01,2023-07,595627.128679
Notas e moedas em circulação (Base monetária),2023-08-01,2023-08,595627.128679
Notas e moedas em circulação (Base monetária),2023-09-01,2023-09,595627.128679
Notas e moedas em circulação (Base monetária),2023-10-01,2023-10,595627.128679
Notas e moedas em circulação (Base monetária),2023-11-01,2023-11,595627.128679
Notas e moedas em circulação (Base monetária),2023-12-01,2023-12,595627.128679
Notas e moedas em circulação (Base monetária),2024-01-01,2024-01,773599.570644
Notas e moedas em circulação (Base monetária),2024-02-01,2024-02,773599.570644
Notas e moedas em circulação (Base monetária),2024-03-01,2024-03,773599.570644
Notas e moedas em circulação (Base monetária),2024-04-01,2024-04,773599.570644
Notas e moedas em circulação (Base monetária),2024-05-01,2024-05,773599.570644
Notas e moedas em circulação (Base monetária),2024-06-01,2024-06,773599.570644
Notas e moedas em circulação (Base monetária),2024-07-01,2024-07,773599.570644
Notas e moedas em circulação (Base monetária),2024-08-01,2024-08,773599.570644
Notas e moedas em circulação (Base monetária),2024-09-01,2024-09,773599.570644
Notas e moedas em circulação (Base monetária),2024-10-01,2024-10,773599.570644
Notas e moedas em circulação (Base monetária),2024-11-01,2024-11,773599.570644
Notas e moedas em circulação (Base monetária),2024-12-01,2024-12,773599.570644
Notas e moedas em circulação (Base monetária),2026-01-01,2026-01,1008380.201389
Notas e moedas em circulação (Base monetária),2026-02-01,2026-02,1008380.201389
Notas e moedas em circulação (Base monetária),2026-03-01,2026-03,1008380.201389
Notas e moedas em circulação (Base monetária),2026-04-01,2026-04,1008380.201389
Notas e moedas em circulação (Base monetária),2026-05-01,2026-05,1008380.201389
Notas e moedas em circulação (Base monetária),2026-06-01,2026-06,1008380.201389
Notas e moedas em circulação (Base monetária),2026-07-01,2026-07,1008380.201389
Notas e moedas em circulação (Base monetária),2026-08-01,2026-08,1008380.201389
Notas e moedas em circulação (Base monetária),2026-09-01,2026-09,1008380.201389
Notas e moedas em circulação (Base monetária),2026-10-01,2026-10,1008380.201389
Notas e moedas em circulação (Base monetária),2026-11-01,2026-11,1008380.201389
Notas e moedas em circulação (Base monetária),2026-12-01,2026-12,1008380.201389
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-01-01,2011-01,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-02-01,2011-02,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-03-01,2011-03,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-04-01,2011-04,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-05-01,2011-05,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-06-01,2011-06,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-07-01,2011-07,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-08-01,2011-08,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-09-01,2011-09,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-10-01,2011-10,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-11-01,2011-11,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2011-12-01,2011-12,593968.8968721849
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-01-01,2012-01,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-02-01,2012-02,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-03-01,2012-03,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-04-01,2012-04,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-05-01,2012-05,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-06-01,2012-06,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-07-01,2012-07,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-08-01,2012-08,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-09-01,2012-09,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-10-01,2012-10,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-11-01,2012-11,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2012-12-01,2012-12,618686.8914026229
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-01-01,2013-01,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-02-01,2013-02,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-03-01,2013-03,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-04-01,2013-04,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-05-01,2013-05,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-06-01,2013-06,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-07-01,2013-07,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-08-01,2013-08,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-09-01,2013-09,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-10-01,2013-10,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-11-01,2013-11,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2013-12-01,2013-12,657812.367074389
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-01-01,2014-01,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-02-01,2014-02,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-03-01,2014-03,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-04-01,2014-04,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-05-01,2014-05,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-06-01,2014-06,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-07-01,2014-07,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-08-01,2014-08,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-09-01,2014-09,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-10-01,2014-10,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-11-01,2014-11,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2014-12-01,2014-12,703104.9706818382
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-01-01,2015-01,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-02-01,2015-02,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-03-01,2015-03,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-04-01,2015-04,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-05-01,2015-05,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-06-01,2015-06,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-07-01,2015-07,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-08-01,2015-08,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-09-01,2015-09,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-10-01,2015-10,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-11-01,2015-11,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2015-12-01,2015-12,680122.9700708658
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-01-01,2016-01,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-02-01,2016-02,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-03-01,2016-03,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-04-01,2016-04,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-05-01,2016-05,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-06-01,2016-06,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-07-01,2016-07,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-08-01,2016-08,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-09-01,2016-09,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-10-01,2016-10,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-11-01,2016-11,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2016-12-01,2016-12,935412.6958253316
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-01-01,2017-01,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-02-01,2017-02,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-03-01,2017-03,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-04-01,2017-04,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-05-01,2017-05,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-06-01,2017-06,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-07-01,2017-07,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-08-01,2017-08,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-09-01,2017-09,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-10-01,2017-10,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-11-01,2017-11,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2017-12-01,2017-12,669487.638140919
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-01-01,2018-01,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-02-01,2018-02,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-03-01,2018-03,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-04-01,2018-04,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-05-01,2018-05,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-06-01,2018-06,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-07-01,2018-07,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-08-01,2018-08,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-09-01,2018-09,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-10-01,2018-10,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-11-01,2018-11,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2018-12-01,2018-12,897838.1324912845
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-01-01,2019-01,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-02-01,2019-02,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-03-01,2019-03,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-04-01,2019-04,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-05-01,2019-05,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-06-01,2019-06,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-07-01,2019-07,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-08-01,2019-08,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-09-01,2019-09,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-10-01,2019-10,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-11-01,2019-11,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2019-12-01,2019-12,848857.153779498
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-01-01,2020-01,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-02-01,2020-02,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-03-01,2020-03,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-04-01,2020-04,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-05-01,2020-05,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-06-01,2020-06,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-07-01,2020-07,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-08-01,2020-08,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-09-01,2020-09,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-10-01,2020-10,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-11-01,2020-11,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2020-12-01,2020-12,1355473.93
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-01-01,2021-01,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-02-01,2021-02,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-03-01,2021-03,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-04-01,2021-04,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-05-01,2021-05,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-06-01,2021-06,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-07-01,2021-07,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-08-01,2021-08,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-09-01,2021-09,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-10-01,2021-10,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-11-01,2021-11,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2021-12-01,2021-12,1509413.7220184018
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-01-01,2022-01,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-02-01,2022-02,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-03-01,2022-03,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-04-01,2022-04,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-05-01,2022-05,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-06-01,2022-06,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-07-01,2022-07,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-08-01,2022-08,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-09-01,2022-09,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-10-01,2022-10,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-11-01,2022-11,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2022-12-01,2022-12,1468813.8601403553
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-01-01,2023-01,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-02-01,2023-02,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-03-01,2023-03,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-04-01,2023-04,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-05-01,2023-05,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-06-01,2023-06,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-07-01,2023-07,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-08-01,2023-08,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-09-01,2023-09,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-10-01,2023-10,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-11-01,2023-11,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2023-12-01,2023-12,1668201.161975861
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-01-01,2024-01,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-02-01,2024-02,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-03-01,2024-03,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-04-01,2024-04,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-05-01,2024-05,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-06-01,2024-06,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-07-01,2024-07,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-08-01,2024-08,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-09-01,2024-09,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-10-01,2024-10,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-11-01,2024-11,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2024-12-01,2024-12,2490041.1579907285
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-01-01,2026-01,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-02-01,2026-02,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-03-01,2026-03,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-04-01,2026-04,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-05-01,2026-05,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-06-01,2026-06,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-07-01,2026-07,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-08-01,2026-08,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-09-01,2026-09,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-10-01,2026-10,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-11-01,2026-11,2515973.2240396473
Depósitos obrigatórios (Base monetária - Reserva bancária),2026-12-01,2026-12,2515973.2240396473
Depósitos livres (Base monetária - Reserva bancária),2011-01-01,2011-01,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-02-01,2011-02,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-03-01,2011-03,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-04-01,2011-04,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-05-01,2011-05,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-06-01,2011-06,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-07-01,2011-07,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-08-01,2011-08,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-09-01,2011-09,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-10-01,2011-10,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-11-01,2011-11,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2011-12-01,2011-12,107878.561407395
Depósitos livres (Base monetária - Reserva bancária),2012-01-01,2012-01,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-02-01,2012-02,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-03-01,2012-03,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-04-01,2012-04,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-05-01,2012-05,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-06-01,2012-06,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-07-01,2012-07,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-08-01,2012-08,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-09-01,2012-09,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-10-01,2012-10,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-11-01,2012-11,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2012-12-01,2012-12,77194.3847286475
Depósitos livres (Base monetária - Reserva bancária),2013-01-01,2013-01,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-02-01,2013-02,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-03-01,2013-03,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-04-01,2013-04,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-05-01,2013-05,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-06-01,2013-06,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-07-01,2013-07,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-08-01,2013-08,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-09-01,2013-09,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-10-01,2013-10,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-11-01,2013-11,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2013-12-01,2013-12,17972.183387561297
Depósitos livres (Base monetária - Reserva bancária),2014-01-01,2014-01,56509.20922245172
Depósitos livres (Base monetária - Reserva bancária),2014-02-01,2014-02,56509.20922245172
